,CO1 Comdty,CO2 Comdty,CO3 Comdty,CO4 Comdty,PVMMDS12 Index,PVMMDS23 Index,PVMMD2M3 Index,PVMMD3M4 Index,PVMMDBSP Index,DKI1 Comdty,DKI2 Comdty,DKI3 Comdty,DKI4 Comdty,QSA1 Comdty,QSA2 Comdty,QSA3 Comdty,QSA4 Comdty,QS1 Comdty,QS2 Comdty,QS3 Comdty,QS4 Comdty,PVMPGEW1 Index,PVMPGDM1 Index,PVMPGDM2 Index,PVMPGDM3 Index,PVMPGDM4 Index,PVMPSO1M Index,PVMPSO2M Index,PVMPSO3M Index,PVMPSO4M Index,CUCNST Index,CUAPST Index,SKOVCRST Index,DARATOTL Index,DOESCRLS Index,DOEASCRD Index,DOESCRUD Index,DOESCROK Index,JPIVCRUD Index,CNIGCRST Index,DSCNST Index,RUSDDWI Index,DOESDL15 Index,SKOVDIST Index,CHCM159 Index,DSS4ST Index,EUO6CS27 Index,ESTAGEEU Index,EUO6CH27 Index,CHCM156 Index,PLJI1067 Index,PLJI1023 Index,ICCBBOIN Index,ICFUBOIN Index,ICFUBMTL Index,ICCBBMTL Index,ICCBBNRS Index,ICFUBMTD Index,ICCBBMTS Index,ICCBBNRN Index,ICFUBPTL Index,ICCBBPTL Index,ICCBBPTS Index,ICFUBSTL Index,ICCBBMTD Index,ICCBBNRL Index,ICCBBOTD Index,ICCBBOTL Index,ICCBBOTS Index,ICCBBSTD Index,ICCBBSTL Index,ICCBBSTS Index,ICCBBTTR Index,ICFUBMTS Index,ICFUBNRL Index,ICFUBNRN Index,ICFUBNRS Index,ICCBAMMN Index,ICFUAMMN Index,ICFUAMML Index,ICCBAMML Index,ICFUAPML Index,ICCBAORN Index,ICFUAMMS Index,ICCBAMMS Index,ICFUASWL Index,ICCBAOIN Index,ICFUAOIN Index,ICFUAPMN Index,ICFUAORN Index,ICFUASWN Index,ICFUASWD Index,ICCBANRN Index,ICCBAORL Index,ICFUAPMS Index,ICFUASWS Index,ICCBAPMN Index,ICCBASWN Index,ICFUAMMD Index,ICCBANRL Index,ICCBAORS Index,ICCBAPMS Index,CFCDQMMN Index,CFCDQMMS Index,CFCDQMML Index,CFCDQSWN Index,CFCDQPMN Index,CFCDPMMN Index,CFCDQPMS Index,CFCDQORN Index,CFCDQSWS Index,CFCDPSWN Index,CFCDQMMD Index,CFCDQPML Index,CFCDQORL Index,CFCDPMMS Index,CFCDPPMS Index,CFCDPMML Index,CFCDQSWL Index,CFCDPPMN Index,CFCDQMTL Index,CFCDQORS Index,CFCDPORL Index,CFCDPORS Index,CFCDQPTS Index,CFCDQSWD Index,CFCDPMMD Index,OISTCRDE Index,GBPUSD Curncy,EURUSD Curncy,JPYUSD Curncy
2018-02-15,64.33,64,63.68,63.34,0.02,0.12,0.02,0.12,3.42,62.28,60.99,60.9,60.73,,,,,557.25,559,559,557,-3.25,14.13,14.06,14,14.06,74.5,74.34,74.12,73.88,26.12,,41933,50538.078,,1841,422095,32667,13928500,,6.11,,122531,10431,,4312.92,53751,2489,2531,,,,2957875,2417217,104,104,94517,68,34,14210,110,114,145,46,71,108727,63,35,40,60,45,24,446,30,104281,13938,90343,144954,144954,157338,157338,346563,-111976,12384,12384,178558,973034,957445,-160339,-110256,121147,43153,4502,8607,506902,57411,-159784,122304,118262,32981,120583,511976,450641,36286,486927,-741876,-21400,27041,531413,284967,888153,-137679,672695,510013,338929,21586,172716,48627,146277,56437,91,53962,68272,20380,67,423107,65417,2477,1.4099,1.2506,0.009424
2018-02-16,64.84,64.53,64.21,63.88,0.08,0.14,0.08,0.14,3.39,62.28,61.52,61.43,61.28,,,,,570.25,571.5,570.75,567.75,-3.25,14.13,14.06,14,14.06,76.09,75.91,75.63,75.32,26.12,,41933,50548.863,,-1616,420479,30003,13928500,,6.11,,119711,10431,,4312.92,53751,2489,2531,,,,2957875,2417217,104,104,94517,68,34,14210,110,114,145,46,71,108727,63,35,40,60,45,24,446,30,104281,13938,90343,144954,144954,157338,157338,346563,-111976,12384,12384,178558,973034,957445,-160339,-110256,121147,43153,4502,8607,506902,57411,-159784,122304,118262,32981,120583,511976,450641,36286,486927,-741876,-21400,27041,531413,284967,888153,-137679,672695,510013,338929,21586,172716,48627,146277,56437,91,53962,68272,20380,67,423107,65417,2421,1.4026,1.2406,0.00941
2018-02-19,65.67,65.39,65.08,64.75,0.07,0.17,0.09,0.17,3.44,62.28,61.52,61.43,61.28,,,,,578.5,579.75,578.5,575.25,-3.75,14.78,14.64,14.5,14.46,77.18,76.97,76.67,76.33,26.12,,41933,50548.863,,-1616,420479,30003,13928500,,6.11,,119711,10431,,4312.92,53751,2489,2531,,,,2957875,2417217,104,104,94517,68,34,14210,110,114,145,46,71,108727,63,35,40,60,45,24,446,30,104281,13938,90343,144954,144954,157338,157338,346563,-111976,12384,12384,178558,973034,957445,-160339,-110256,121147,43153,4502,8607,506902,57411,-159784,122304,118262,32981,120583,511976,450641,36286,486927,-741876,-21400,27041,531413,284967,888153,-137679,672695,510013,338929,21586,172716,48627,146277,56437,91,53962,68272,20380,67,423107,65417,2424,1.4,1.2407,0.009381
2018-02-20,65.25,65.05,64.79,64.5,0.09,0.14,0.09,0.14,3.26,62.42,62,61.94,61.82,,,,,574.25,575.75,574.75,571.75,-4.75,14.77,14.7,14.58,14.57,76.58,76.44,76.21,75.94,26.12,,41933,50548.863,,-1616,420479,30003,13928500,,6.11,,119711,10431,,4312.92,53751,2489,2531,,,,2966568,2381992,102,101,63333,71,33,6713,114,115,139,46,74,70046,62,32,41,58,45,22,436,29,64981,8328,56653,131957,131957,144797,144797,377402,-110405,12840,12840,186165,987856,971659,-157749,-108567,132032,39247,2282,8231,535151,54133,-157205,133370,123441,24055,118636,540389,444370,29641,474011,-729956,-27294,33790,502388,286420,877691,-145036,618693,475094,332907,18210,174203,52000,147735,45592,90,46487,74289,14895,68,382754,52643,2432,1.3996,1.2337,0.009317
2018-02-21,65.42,65.15,64.88,64.59,0.1,0.16,0.1,0.16,3.36,62.47,62.14,62.03,61.88,,,,,575.75,577.25,576.5,573.5,-4.75,14.94,14.92,14.84,14.83,76.78,76.67,76.45,76.19,26.12,,41933,50548.863,,-1616,420479,30003,13928500,,6.11,,119711,10431,,4312.92,53751,2489,2531,,,,2966568,2381992,102,101,63333,71,33,6713,114,115,139,46,74,70046,62,32,41,58,45,22,436,29,64981,8328,56653,131957,131957,144797,144797,377402,-110405,12840,12840,186165,987856,971659,-157749,-108567,132032,39247,2282,8231,535151,54133,-157205,133370,123441,24055,118636,540389,444370,29641,474011,-729956,-27294,33790,502388,286420,877691,-145036,618693,475094,332907,18210,174203,52000,147735,45592,90,46487,74289,14895,68,382754,52643,2426,1.3918,1.2284,0.009279
2018-02-22,66.39,66.11,65.83,65.51,0.11,0.18,0.11,0.18,3.4699999999999998,62.61,63.07,62.97,62.8,,,,,585,586.75,585.5,582.5,-6,15.06,15.09,15.08,15.09,77.95,77.87,77.66,77.41,26.12,,41933,50548.863,,-1616,420479,30003,13928500,,6.11,,119711,10431,,4312.92,53751,2489,2531,,,,2966568,2381992,102,101,63333,71,33,6713,114,115,139,46,74,70046,62,32,41,58,45,22,436,29,64981,8328,56653,131957,131957,144797,144797,377402,-110405,12840,12840,186165,987856,971659,-157749,-108567,132032,39247,2282,8231,535151,54133,-157205,133370,123441,24055,118636,540389,444370,29641,474011,-729956,-27294,33790,502388,286420,877691,-145036,618693,475094,332907,18210,174203,52000,147735,45592,90,46487,74289,14895,68,382754,52643,2430,1.3956,1.233,0.009367
2018-02-23,67.31,67.04,66.77,66.44,0.15,0.23,0.15,0.23,3.51,62.75,63.93,63.83,63.62,,,,,591,592.25,590.75,587.5,-5.25,14.88,14.92,14.91,14.94,78.66,78.56,78.34,78.06,26.12,,41933,50874.484,,3019,423498,28785,13928500,,6.11,,119672,10431,,4312.92,53751,2489,2531,,,,2966568,2381992,102,101,63333,71,33,6713,114,115,139,46,74,70046,62,32,41,58,45,22,436,29,64981,8328,56653,131957,131957,144797,144797,377402,-110405,12840,12840,186165,987856,971659,-157749,-108567,132032,39247,2282,8231,535151,54133,-157205,133370,123441,24055,118636,540389,444370,29641,474011,-729956,-27294,33790,502388,286420,877691,-145036,618693,475094,332907,18210,174203,52000,147735,45592,90,46487,74289,14895,68,382754,52643,2434,1.3971,1.2295,0.009356
2018-02-26,67.5,67.29,67.04,66.73,0.12,0.23,0.12,0.23,3.49,62.75,64.06,63.98,63.78,,,,,599,600,598.25,594.5,-5.75,15.37,15.37,15.36,15.37,79.73,79.58,79.32,78.98,26.12,,41933,50874.484,,3019,423498,28785,13928500,,6.11,,119672,10431,,4312.92,53751,2489,2531,,,,2966568,2381992,102,101,63333,71,33,6713,114,115,139,46,74,70046,62,32,41,58,45,22,436,29,64981,8328,56653,131957,131957,144797,144797,377402,-110405,12840,12840,186165,987856,971659,-157749,-108567,132032,39247,2282,8231,535151,54133,-157205,133370,123441,24055,118636,540389,444370,29641,474011,-729956,-27294,33790,502388,286420,877691,-145036,618693,475094,332907,18210,174203,52000,147735,45592,90,46487,74289,14895,68,382754,52643,2454,1.3968,1.2317,0.009351
2018-02-27,66.63,66.52,66.28,65.98,0.1,0.23,0.1,0.23,3.5300000000000002,62.72,63.3,63.21,62.99,,,,,594.5,595.75,594.5,591,-5.25,15.82,15.77,15.71,15.66,79.26,79.11,78.83,78.5,26.12,,41933,50874.484,,3019,423498,28785,13928500,,6.11,,119672,10431,,4312.92,53751,2489,2531,,,,2915307,2374174,106,108,43981,68,29,13508,110,113,144,47,74,57489,60,27,42,61,45,26,443,25,53358,12554,40804,152439,152439,161998,161998,386992,-112055,9559,9559,187139,1039947,1022584,-179104,-109944,130904,50425,5581,7803,566096,56235,-178377,132411,124959,27913,119858,571749,465825,29478,495303,-733947,-40330,29872,523514,283659,883685,-144646,617332,483184,332165,19087,175548,48959,149738,50046,92,48506,77983,16188,70,392423,53788,2460,1.3909,1.2233,0.009317
2018-02-28,65.78,64.73,64.46,64.13,0.24,0.29,0.24,0.29,3.56,62.72,61.53,61.42,61.17,,,,,577,578.75,578.25,576,-5.75,15.21,15.22,15.25,15.3,76.8,76.77,76.63,76.43,26.12,,47636,50874.484,,3019,423498,28785,12510559,,6.11,,119672,10684,,5993.13,53516,-1126,-1265,,,,2915307,2374174,106,108,43981,68,29,13508,110,113,144,47,74,57489,60,27,42,61,45,26,443,25,53358,12554,40804,152439,152439,161998,161998,386992,-112055,9559,9559,187139,1039947,1022584,-179104,-109944,130904,50425,5581,7803,566096,56235,-178377,132411,124959,27913,119858,571749,465825,29478,495303,-733947,-40330,29872,523514,283659,883685,-144646,617332,483184,332165,19087,175548,48959,149738,50046,92,48506,77983,16188,70,392423,53788,2462,1.376,1.2194,0.009374
2018-01-03,63.83,63.59,63.29,62.97,0.21,0.3,0.21,0.3,3.64,60.39,60.4,60.26,60,,,,,561.75,563.25,563.25,561.5,-6,14.8,14.86,14.98,15.09,74.6,74.49,74.32,74.15,26.12,,47636,50874.484,,3019,423498,28785,12510559,,6.11,,119672,10684,,5993.13,53516,-1126,-1265,,,,2915307,2374174,106,108,43981,68,29,13508,110,113,144,47,74,57489,60,27,42,61,45,26,443,25,53358,12554,40804,152439,152439,161998,161998,386992,-112055,9559,9559,187139,1039947,1022584,-179104,-109944,130904,50425,5581,7803,566096,56235,-178377,132411,124959,27913,119858,571749,465825,29478,495303,-733947,-40330,29872,523514,283659,883685,-144646,617332,483184,332165,19087,175548,48959,149738,50046,92,48506,77983,16188,70,392423,53788,2469,1.3776,1.2267000000000001,0.009413
2018-02-03,64.37,64.11,63.8,63.48,0.23,0.29,0.23,0.29,3.57,60.91,60.9,60.69,60.4,,,,,563.25,565,565,563.25,-6,14.39,14.51,14.66,14.81,74.84,74.73,74.55,74.36,26.12,,47636,54665.391,,2408,425906,28180,12510559,,6.11,,119630,10684,,5993.13,53516,-1126,-1265,,,,2915307,2374174,106,108,43981,68,29,13508,110,113,144,47,74,57489,60,27,42,61,45,26,443,25,53358,12554,40804,152439,152439,161998,161998,386992,-112055,9559,9559,187139,1039947,1022584,-179104,-109944,130904,50425,5581,7803,566096,56235,-178377,132411,124959,27913,119858,571749,465825,29478,495303,-733947,-40330,29872,523514,283659,883685,-144646,617332,483184,332165,19087,175548,48959,149738,50046,92,48506,77983,16188,70,392423,53788,2458,1.3801999999999999,1.2317,0.009457
2018-05-03,65.54,65.3,65.01,64.7,0.26,0.35,0.26,0.35,3.36,61.93,62.35,62.09,61.77,,,,,572,574,574.75,573.75,-5.75,14.33,14.48,14.66,14.81,76.14,76.04,75.93,75.81,26.12,,47636,54665.391,,2408,425906,28180,12510559,,6.11,,119630,10684,,5993.13,53516,-1126,-1265,,,,2915307,2374174,106,108,43981,68,29,13508,110,113,144,47,74,57489,60,27,42,61,45,26,443,25,53358,12554,40804,152439,152439,161998,161998,386992,-112055,9559,9559,187139,1039947,1022584,-179104,-109944,130904,50425,5581,7803,566096,56235,-178377,132411,124959,27913,119858,571749,465825,29478,495303,-733947,-40330,29872,523514,283659,883685,-144646,617332,483184,332165,19087,175548,48959,149738,50046,92,48506,77983,16188,70,392423,53788,2469,1.3849,1.2336,0.009416
2018-06-03,65.79,65.55,65.25,64.93,0.19,0.32,0.19,0.32,3.4,62.21,62.67,62.45,62.1,,,,,571.5,573.75,574.75,573.75,-5.25,13.85,13.96,14.17,14.38,76.43,76.31,76.18,76.05,26.12,,47636,54665.391,,2408,425906,28180,12510559,,6.11,,119630,10684,,5993.13,53516,-1126,-1265,,,,2846568,2292846,105,103,43607,69,31,8368,111,115,142,48,72,51975,59,27,40,61,47,22,433,25,47606,7430,40176,135181,135181,146189,146189,437610,-116285,11008,11008,187756,1034983,1023599,-161912,-115787,132165,44123,10108,8870,599522,55591,-161448,132445,103152,31803,125155,603223,446023,33864,479887,-716310,-39559,32508,541813,282818,860600,-135235,611908,502254,335445,16456,195920,48964,144290,33426,91,52627,78839,13996,68,410898,50772,2451,1.3888,1.2404,0.009424
2018-07-03,64.34,64.15,63.88,63.59,0.15,0.29,0.15,0.29,3.36,60.9,61.08,60.96,60.69,,,,,571.75,573.5,573.75,572.5,-4.25,14.58,14.54,14.65,14.81,76.21,76.03,75.86,75.71,26.12,,47636,54665.391,,2408,425906,28180,12510559,,6.11,,119630,10684,,5993.13,53516,-1126,-1265,,,,2846568,2292846,105,103,43607,69,31,8368,111,115,142,48,72,51975,59,27,40,61,47,22,433,25,47606,7430,40176,135181,135181,146189,146189,437610,-116285,11008,11008,187756,1034983,1023599,-161912,-115787,132165,44123,10108,8870,599522,55591,-161448,132445,103152,31803,125155,603223,446023,33864,479887,-716310,-39559,32508,541813,282818,860600,-135235,611908,502254,335445,16456,195920,48964,144290,33426,91,52627,78839,13996,68,410898,50772,2461,1.3896,1.2411,0.009428
2018-08-03,63.61,63.44,63.17,62.9,0.13,0.28,0.13,0.28,3.27,60.44,60.39,60.27,60.02,,,,,566.75,568.25,568.25,566.75,-3.5,14.99,14.92,14.99,15.15,75.6,75.38,75.16,74.98,26.12,,47636,54665.391,,2408,425906,28180,12510559,,6.11,,119630,10684,,5993.13,53516,-1126,-1265,,,,2846568,2292846,105,103,43607,69,31,8368,111,115,142,48,72,51975,59,27,40,61,47,22,433,25,47606,7430,40176,135181,135181,146189,146189,437610,-116285,11008,11008,187756,1034983,1023599,-161912,-115787,132165,44123,10108,8870,599522,55591,-161448,132445,103152,31803,125155,603223,446023,33864,479887,-716310,-39559,32508,541813,282818,860600,-135235,611908,502254,335445,16456,195920,48964,144290,33426,91,52627,78839,13996,68,410898,50772,2447,1.3811,1.2312,0.009414
2018-09-03,65.49,65.27,64.95,64.63,0.16,0.29,0.16,0.29,3.44,61.68,62.25,62.07,61.76,,,,,573.75,575.75,576,574.75,-2.5,15.29,15.17,15.19,15.31,76.75,76.49,76.24,76.06,26.12,,47636,51676.84,,5022,430928,28518,12510559,,6.11,,116990,10684,,5993.13,53516,-1126,-1265,,,,2846568,2292846,105,103,43607,69,31,8368,111,115,142,48,72,51975,59,27,40,61,47,22,433,25,47606,7430,40176,135181,135181,146189,146189,437610,-116285,11008,11008,187756,1034983,1023599,-161912,-115787,132165,44123,10108,8870,599522,55591,-161448,132445,103152,31803,125155,603223,446023,33864,479887,-716310,-39559,32508,541813,282818,860600,-135235,611908,502254,335445,16456,195920,48964,144290,33426,91,52627,78839,13996,68,410898,50772,2433,1.385,1.2307,0.009362
2018-12-03,64.95,64.79,64.52,64.25,0.11,0.27,0.11,0.27,3.33,61.31,61.72,61.62,61.39,,,,,573.75,568,569,568.75,-1.75,14.97,14.84,14.9,15.06,76.16,75.93,75.79,75.66,26.12,,47636,51676.84,,5022,430928,28518,12510559,,6.11,,116990,10684,,5993.13,53516,-1126,-1265,,,,2846568,2292846,105,103,43607,69,31,8368,111,115,142,48,72,51975,59,27,40,61,47,22,433,25,47606,7430,40176,135181,135181,146189,146189,437610,-116285,11008,11008,187756,1034983,1023599,-161912,-115787,132165,44123,10108,8870,599522,55591,-161448,132445,103152,31803,125155,603223,446023,33864,479887,-716310,-39559,32508,541813,282818,860600,-135235,611908,502254,335445,16456,195920,48964,144290,33426,91,52627,78839,13996,68,410898,50772,2428,1.3906,1.2334,0.009397
2018-03-13,64.64,64.52,64.29,64.02,0.1,0.27,0.1,0.27,3.2,61.16,61.44,61.37,61.1,,,,,568.75,569.25,568.5,568,-1.5,14.77,14.64,14.75,14.88,76.12,75.89,75.72,75.59,26.12,,47636,51676.84,,5022,430928,28518,12510559,,6.11,,116990,10684,,5993.13,53516,-1126,-1265,,,,2880815,2332532,106,107,45314,67,29,7350,118,121,147,47,70,52664,58,27,41,59,47,21,444,26,48262,6572,41690,140265,140265,150064,150064,402022,-114559,9799,9799,186088,990650,979179,-171512,-113947,133405,39510,11665,10541,573534,52683,-171187,133817,93522,29614,125100,577318,425918,36643,462561,-700627,-39699,27946,570085,284977,844078,-133243,568852,530386,342496,15612,188354,43558,143451,31641,93,57519,85646,15403,66,416446,46818,2403,1.3961999999999999,1.2389999999999999,0.009383
2018-03-14,64.89,64.76,64.5,64.22,0.15,0.3,0.15,0.3,3.23,61.36,61.78,61.63,61.34,,,,,572.25,572.5,571.5,570.75,-2.25,15.07,14.96,15.06,15.19,76.54,76.3,76.11,75.96,26.12,,47636,51676.84,,5022,430928,28518,12510559,,6.11,,116990,10684,,5993.13,53516,-1126,-1265,,,,2880815,2332532,106,107,45314,67,29,7350,118,121,147,47,70,52664,58,27,41,59,47,21,444,26,48262,6572,41690,140265,140265,150064,150064,402022,-114559,9799,9799,186088,990650,979179,-171512,-113947,133405,39510,11665,10541,573534,52683,-171187,133817,93522,29614,125100,577318,425918,36643,462561,-700627,-39699,27946,570085,284977,844078,-133243,568852,530386,342496,15612,188354,43558,143451,31641,93,57519,85646,15403,66,416446,46818,2402,1.3961999999999999,1.2368000000000001,0.009405
2018-03-15,65.12,64.95,64.68,64.38,0.16,0.32,0.16,0.32,3.25,61.47,62.04,61.88,61.56,,,,,574.75,575.5,574.5,573.75,-2.25,14.94,14.86,14.97,15.11,76.91,76.67,76.47,76.31,26.12,,47636,51676.84,,5022,430928,28518,12510559,,6.11,,116990,10684,,5993.13,53516,-1126,-1265,,,,2880815,2332532,106,107,45314,67,29,7350,118,121,147,47,70,52664,58,27,41,59,47,21,444,26,48262,6572,41690,140265,140265,150064,150064,402022,-114559,9799,9799,186088,990650,979179,-171512,-113947,133405,39510,11665,10541,573534,52683,-171187,133817,93522,29614,125100,577318,425918,36643,462561,-700627,-39699,27946,570085,284977,844078,-133243,568852,530386,342496,15612,188354,43558,143451,31641,93,57519,85646,15403,66,416446,46818,2382,1.3937,1.2305,0.009404
2018-03-16,66.21,66.05,65.75,65.41,0.18,0.37,0.18,0.37,3.25,61.96,63.19,62.99,62.6,,,,,580.5,581.25,580.5,579.75,-2.25,14.87,14.82,14.96,15.14,77.73,77.5,77.28,77.11,26.12,,47636,53021.613,,-2622,428306,29423,12510559,,6.11,,114926,10684,,5993.13,53516,-1126,-1265,,,,2880815,2332532,106,107,45314,67,29,7350,118,121,147,47,70,52664,58,27,41,59,47,21,444,26,48262,6572,41690,140265,140265,150064,150064,402022,-114559,9799,9799,186088,990650,979179,-171512,-113947,133405,39510,11665,10541,573534,52683,-171187,133817,93522,29614,125100,577318,425918,36643,462561,-700627,-39699,27946,570085,284977,844078,-133243,568852,530386,342496,15612,188354,43558,143451,31641,93,57519,85646,15403,66,416446,46818,2402,1.3942,1.229,0.009435
2018-03-19,66.05,65.82,65.48,65.12,0.21,0.4,0.2,0.39,3.38,61.85,62.9,62.68,62.28,,,,,584.75,585,583.5,582.5,-1.5,14.92,14.85,15.01,15.19,78.24,77.97,77.72,77.51,26.12,,47636,53021.613,,-2622,428306,29423,12510559,,6.11,,114926,10684,,5993.13,53516,-1126,-1265,,,,2880815,2332532,106,107,45314,67,29,7350,118,121,147,47,70,52664,58,27,41,59,47,21,444,26,48262,6572,41690,140265,140265,150064,150064,402022,-114559,9799,9799,186088,990650,979179,-171512,-113947,133405,39510,11665,10541,573534,52683,-171187,133817,93522,29614,125100,577318,425918,36643,462561,-700627,-39699,27946,570085,284977,844078,-133243,568852,530386,342496,15612,188354,43558,143451,31641,93,57519,85646,15403,66,416446,46818,2376,1.4024,1.2335,0.009426
2018-03-20,67.42,67.13,66.76,66.37,0.19,0.42,0.19,0.42,3.51,62.27,64.15,63.93,63.49,,,,,593.75,593.75,592,590.5,-2.75,15.13,15.06,15.23,15.39,79.3,79.03,78.78,78.56,26.12,,47636,53021.613,,-2622,428306,29423,12510559,,6.11,,114926,10684,,5993.13,53516,-1126,-1265,,,,3032626,2422164,110,109,47392,65,29,10783,115,117,142,48,71,58175,61,32,41,58,49,21,448,23,53455,10125,43330,164470,164470,172138,172138,355327,-122744,7668,7668,183330,959867,946674,-181734,-121809,130948,46570,7857,11085,537061,52382,-181324,131741,88194,26525,133829,541564,458609,27688,486297,-715671,-43906,29829,569644,282058,861842,-134611,573950,525738,342387,16367,182888,46196,146171,35812,96,60329,76586,12750,73,406943,37817,2392,1.3998,1.2242,0.009386
2018-03-21,69.47,69.07,68.64,68.23,0.21,0.45,0.2,0.43,3.68,62.84,66.04,65.8,65.36,,,,,611,610.75,608.5,606.25,-4.25,15.28,15.2,15.36,15.56,81.43,81.14,80.87,80.63,26.12,,47636,53021.613,,-2622,428306,29423,12510559,,6.11,,114926,10684,,5993.13,53516,-1126,-1265,,,,3032626,2422164,110,109,47392,65,29,10783,115,117,142,48,71,58175,61,32,41,58,49,21,448,23,53455,10125,43330,164470,164470,172138,172138,355327,-122744,7668,7668,183330,959867,946674,-181734,-121809,130948,46570,7857,11085,537061,52382,-181324,131741,88194,26525,133829,541564,458609,27688,486297,-715671,-43906,29829,569644,282058,861842,-134611,573950,525738,342387,16367,182888,46196,146171,35812,96,60329,76586,12750,73,406943,37817,2441,1.4141,1.2338,0.00943
2018-03-22,68.91,68.38,67.95,67.55,0.2,0.48,0.2,0.46,3.68,62.61,65.31,65.13,64.68,,,,,606.5,607.25,605.5,603.75,-5.25,15.17,15.16,15.39,15.59,80.84,80.62,80.39,80.19,26.12,,47636,53021.613,,-2622,428306,29423,12510559,,6.11,,114926,10684,,5993.13,53516,-1126,-1265,,,,3032626,2422164,110,109,47392,65,29,10783,115,117,142,48,71,58175,61,32,41,58,49,21,448,23,53455,10125,43330,164470,164470,172138,172138,355327,-122744,7668,7668,183330,959867,946674,-181734,-121809,130948,46570,7857,11085,537061,52382,-181324,131741,88194,26525,133829,541564,458609,27688,486297,-715671,-43906,29829,569644,282058,861842,-134611,573950,525738,342387,16367,182888,46196,146171,35812,96,60329,76586,12750,73,406943,37817,2437,1.4096,1.2302,0.009498
2018-03-23,70.45,69.81,69.35,68.9,0.16,0.47,0.16,0.47,3.94,62.83,66.67,66.5,65.99,,,,,611,611.5,609.5,607.5,-3.75,15.24,15.09,15.31,15.55,81.51,81.27,81,80.79,26.12,,47636,57158.504,,1643,429949,31227,12510559,,6.11,,114420,10684,,5993.13,53516,-1126,-1265,,,,3032626,2422164,110,109,47392,65,29,10783,115,117,142,48,71,58175,61,32,41,58,49,21,448,23,53455,10125,43330,164470,164470,172138,172138,355327,-122744,7668,7668,183330,959867,946674,-181734,-121809,130948,46570,7857,11085,537061,52382,-181324,131741,88194,26525,133829,541564,458609,27688,486297,-715671,-43906,29829,569644,282058,861842,-134611,573950,525738,342387,16367,182888,46196,146171,35812,96,60329,76586,12750,73,406943,37817,2470,1.4132,1.2353,0.009547
2018-03-26,70.12,69.52,69.07,68.6,0.11,0.51,0.11,0.51,3.91,62.76,66.32,66.23,65.72,,,,,612.75,612.75,610,607.5,-4,15.46,15.29,15.5,15.69,81.68,81.39,81.08,80.8,26.12,,47636,57158.504,,1643,429949,31227,12510559,,6.11,,114420,10684,,5993.13,53516,-1126,-1265,,,,3032626,2422164,110,109,47392,65,29,10783,115,117,142,48,71,58175,61,32,41,58,49,21,448,23,53455,10125,43330,164470,164470,172138,172138,355327,-122744,7668,7668,183330,959867,946674,-181734,-121809,130948,46570,7857,11085,537061,52382,-181324,131741,88194,26525,133829,541564,458609,27688,486297,-715671,-43906,29829,569644,282058,861842,-134611,573950,525738,342387,16367,182888,46196,146171,35812,96,60329,76586,12750,73,406943,37817,2483,1.4229,1.2444,0.009487
2018-03-27,70.11,69.46,69.02,68.56,0.07,0.45,0.07,0.45,3.99,62.75,66.18,66.14,65.65,,,,,618.25,617.25,613.5,610,-4.5,15.89,15.61,15.76,15.87,82.25,81.88,81.51,81.15,26.12,,47636,57158.504,,1643,429949,31227,12510559,,6.11,,114420,10684,,5993.13,53516,-1126,-1265,,,,3096729,2447308,114,113,44741,62,26,11391,112,113,143,49,66,56132,62,28,44,59,47,23,450,21,51579,10932,40647,190747,190747,195632,195632,342004,-134464,4885,4885,174035,977697,963052,-178168,-133374,112526,49560,8013,13518,520172,61509,-177862,113566,89028,29249,147982,525223,468015,30524,498539,-749474,-30308,24419,601282,291599,894133,-136331,631567,570974,355716,19102,189106,43521,144659,71276,97,64117,63848,26146,76,433056,43104,2514,1.4157,1.2403,0.009494
